Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x6f3b,30936.76_,2311.063333333333,0,5,3,-100,"Debt Consolidation Loan, and Personal Loan",14,1,2.44,2.0,Good,761.34,31.356265690692503,18 Years and 8 Months,No,33.79669338192439,279.5836035811614,Low_spent_Small_value_payments,207.7260363702476,2025-01-01
CUS_0x6f81,17452.155,1307.3462499999996,3,3,1680,-100,"Home Equity Loan, Personal Loan, Mortgage Loan, and Student Loan",29,20,9.73,10.0,Standard,420.61,35.49312769994154,5 Years and 9 Months,Yes,40.98482155971932,80.40857435818698,Low_spent_Medium_value_payments,289.3412290820937,2025-01-01
CUS_0x7058,16276.325_,1210.3604166666669,5,5,11,1,Not Specified,10,4,8.469999999999999,5.0,_,711.8,32.92296296963139,33 Years and 0 Months,NM,12.576184920751675,114.66800072858135,Low_spent_Small_value_payments,283.79185601733366,2025-01-01
CUS_0x708f,38378.18,3057.181666666667,7,10,34,5,"Home Equity Loan, Mortgage Loan, Mortgage Loan, Student Loan, and Not Specified",39,22,_,14.0,Bad,2056.14,30.157682283959662,20 Years and 6 Months,NM,99.13710904495196,74.97298523154628,High_spent_Medium_value_payments,381.60807239016856,2025-01-01
CUS_0x709a,137714.36_,11609.196666666665,5,4,10,4,"Personal Loan, Personal Loan, Not Specified, and Personal Loan",30,9,0.72,2.0,Good,1354.15,31.49896538061889,22 Years and 9 Months,No,315.8970408370921,76.00775272283977,High_spent_Large_value_payments,1009.0148731067343,2025-01-01
CUS_0x71f1,56952.63,5019.0525,9,9,27,8,"Student Loan, Mortgage Loan, Credit-Builder Loan, Payday Loan, Auto Loan, Student Loan, Auto Loan, and Auto Loan",52,20,28.88,10.0,_,2637.08,29.25534185814455,11 Years and 0 Months,Yes,323.2734510725717,134.3804867078606,High_spent_Small_value_payments,304.25131221956775,2025-01-01
CUS_0x72e3,136566.4,11633.533333333333,6,4,18,2,"Payday Loan, and Student Loan",29,10,11.2,0.0,Standard,40.19,33.94447315976725,19 Years and 5 Months,No,206.2879191409266,910.2015863826313,Low_spent_Medium_value_payments,326.8638278097756,2025-01-01
CUS_0x7327,32128.47,2386.3725,3,4,11,4,"Credit-Builder Loan, Auto Loan, Personal Loan, and Payday Loan",14,16,3.13,4.0,Good,1178.78,26.031144291702127,17 Years and 0 Months,NM,93.41266530777204,107.00345682807034,Low_spent_Medium_value_payments,318.22112786415767,2025-01-01
CUS_0x74c9,28263.5,2514.2916666666665,7,5,24,2,"Home Equity Loan, and Not Specified",21,11,9.34,8.0,Standard,1993.21,34.00547376308082,14 Years and 11 Months,Yes,32.21531559142727,74.64409395489388,High_spent_Medium_value_payments,394.5697571203455,2025-01-01
CUS_0x751b,19514.52,1874.21,3,3,10,2,"Not Specified, and Not Specified",27,14,3.19,0.0,_,170.66,27.66468108658666,22 Years and 2 Months,Yes,20.22750020326073,109.25962014392056,Low_spent_Large_value_payments,327.93387965281875,2025-01-01
CUS_0x7561,62476.05,5096.3375,9,158,26,4,"Not Specified, Auto Loan, Mortgage Loan, and Debt Consolidation Loan",57,24,13.83,9.0,_,2560.25,32.50253225160496,15 Years and 4 Months,Yes,134.60574827780292,93.7676528608458,High_spent_Medium_value_payments,531.2603488613512,2025-01-01
CUS_0x756a,30257.02,2605.418333333333,10,6,33,5,"Payday Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan, and Home Equity Loan",46,22,14.83,14.0,Bad,2437.84,30.310330937475825,18 Years and 8 Months,Yes,78.0890053077879,65.90649922634223,High_spent_Large_value_payments,356.54632879920325,2025-01-01
CUS_0x757,48276.66,4036.3803418004527,6,7,9,4,"Not Specified, Home Equity Loan, Mortgage Loan, and Not Specified",25,20,7.91,3.0,Standard,945.79,29.74862016534669,29 Years and 3 Months,NM,252.7986966311164,211.3161170410311,Low_spent_Small_value_payments,350.1653445273996,2025-01-01
CUS_0x7586,55151.04,4704.92,10,6,23,6,"Auto Loan, Auto Loan, Credit-Builder Loan, Not Specified, Not Specified, and Not Specified",31,17,10.64,9.0,Bad,1743.83,31.461453987029447,12 Years and 8 Months,Yes,171.82306738090188,112.54961484800027,Low_spent_Small_value_payments,114.76454218948722,2025-01-01
CUS_0x765,50940.09,4106.0075,8,7,8,5,"Student Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Mortgage Loan",12,16,16.11,8.0,Standard,2414.34,23.288085093526977,12 Years and 9 Months,Yes,67469.0,403.9497449090586,Low_spent_Medium_value_payments,76.10062504688648,2025-01-01
CUS_0x770a,29327.1,2457.925,6,6,18,5,"Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, and Home Equity Loan",11,18,4.18,14.0,Standard,1448.17,32.46800342808356,18 Years and 11 Months,NM,74.1151196215954,188.57648762744046,Low_spent_Large_value_payments,253.10089275096414,2025-01-01
CUS_0x7741,10329.855,1121.82125,4,8,24,2,"Auto Loan, and Home Equity Loan",24,9,17.08,14.0,Standard,2549.63,36.888476941612026,8 Years and 6 Months,NM,14.6634345471313,67.16112022754028,!@9#%8,310.35757022532835,2025-01-01
CUS_0x7789,10882.8_,646.9,4,4,2,4,"Mortgage Loan, Personal Loan, Mortgage Loan, and Personal Loan",15,18,7.01,8.0,Good,1452.88,24.508618771734465,26 Years and 9 Months,No,19.16208752489545,20.036105920805756,High_spent_Small_value_payments,285.4918065542988,2025-01-01
CUS_0x77b6,39994.31,3463.859166666666,5,3,7,0_,,3,7,4.75,6.0,_,651.27,39.59120007893775,26 Years and 5 Months,No,0.0,180.58813755916316,Low_spent_Large_value_payments,435.7977791075035,2025-01-01
CUS_0x7813,80094.96,5874.6649473352245,7,5,34,7,"Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Not Specified, and Mortgage Loan",11,16,5.12,6.0,Bad,2286.06,24.72190475896302,8 Years and 5 Months,Yes,923.6095300451946,47.639101907193755,High_spent_Large_value_payments,410.5244207123882,2025-01-01
CUS_0x78a2,50528.61,4073.7175,9,10,17,9,"Personal Loan, Not Specified, Mortgage Loan, Not Specified, Auto Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, and Credit-Builder Loan",36,18,14.26,10.0,Bad,2664.49,37.23660317080064,13 Years and 4 Months,Yes,333.7049777899132,65.40949211692143,High_spent_Large_value_payments,248.2572800931654,2025-01-01
CUS_0x796a,15318.095,1200.5079166666667,4,4,5,0,,17,15,4.2200000000000015,1.0,Good,1182.5,24.620434054985747,27 Years and 8 Months,No,0.0,126.26534363913264,Low_spent_Small_value_payments,283.785448027534,2025-01-01
CUS_0x799b,22007.11,1983.9258333333328,3,4,14,4,"Credit-Builder Loan, Personal Loan, Payday Loan, and Auto Loan",25,14,2.48,2.0,Standard,1330.7,35.43855328006249,29 Years and 0 Months,Yes,45.12757853423364,145.07878904097447,Low_spent_Medium_value_payments,288.1862157581253,2025-01-01
CUS_0x7a46,9979.875,973.65625,8,5,16,1_,Credit-Builder Loan,29,16,12.57,2.0,Standard,1179.69,38.603056645591366,27 Years and 11 Months,Yes,6.047450347381079,51.8368840563117,Low_spent_Medium_value_payments,319.48129059630725,2025-01-01
CUS_0x7a76,32795.94,2929.995000000001,3,5,1,3,"Student Loan, Home Equity Loan, and Personal Loan",7,7,1.5700000000000005,3.0,Good,725.14,29.442531140065068,23 Years and 4 Months,No,55.29188211276925,78.26968621392382,Low_spent_Large_value_payments,429.43793167330705,2025-01-01
CUS_0x7aad,30696.33,2617.0275,2,3,8,2,"Home Equity Loan, and Student Loan",8,10,7.75,4.0,Good,1428.84,25.49180216497526,17 Years and 9 Months,No,27.44815384531412,102.05500379882601,Low_spent_Small_value_payments,422.1995923558599,2025-01-01
CUS_0x7ae1,23939.93,2156.9941666666664,6,3,6,1,Not Specified,30,15,6.39,2.0,Standard,457.78,28.060898255556157,22 Years and 0 Months,No,39675.0,52.5446381193927,Low_spent_Large_value_payments,419.3680785768132,2025-01-01
CUS_0x7af7,141025.92,12004.160000000002,5,5,10,1,Mortgage Loan,10,13,4.32,4.0,Good,843.59,29.86986136258596,30 Years and 11 Months,No,117.5147098890878,711.9211041688787,Low_spent_Medium_value_payments,650.9801859420338,2025-01-01
CUS_0x7b4b,17235.88,1450.3233333333335,10,5,18,3,"Debt Consolidation Loan, Not Specified, and Home Equity Loan",52,20_,10.56,12.0,Standard,1971.68,37.73097512198161,20 Years and 2 Months,Yes,30.291558273397587,133.54055655530848,Low_spent_Small_value_payments,271.2002185046273,2025-01-01
CUS_0x7bb,86502.12,6429.633584073772,1,3,11,0,,0,1,4.21,2.0,Good,1355.65,32.53851182400993,24 Years and 2 Months,No,744.8764159262275,546.8083458538676,Low_spent_Large_value_payments,440.6426541461324,2025-01-01
CUS_0x7c34,121688.04,10006.67,7,3,12,4,"Personal Loan, Mortgage Loan, Not Specified, and Payday Loan",20,15,0.66,4.0,_,54.68,31.92005704026516,26 Years and 4 Months,NM,288.66545469208666,178.24932716741603,High_spent_Medium_value_payments,783.7522181404972,2025-01-01
CUS_0x7c8d,29132.58,2559.715,7,10,24,6,"Credit-Builder Loan, Auto Loan, Not Specified, Personal Loan, Debt Consolidation Loan, and Personal Loan",40,21,18.5,7.0,_,4306.15,29.96443430537148,10 Years and 11 Months,NM,136.4572256165261,333.84466427093935,!@9#%8,75.66961011253451,2025-01-01
CUS_0x7cc4,33999.48,2730.2900000000004,8,3,20,0,,29,13,17.08,6.0,Standard,1373.82,32.96315122280849,21 Years and 5 Months,Yes,0.0,101.83280873177793,High_spent_Medium_value_payments,421.1961912682221,2025-01-01
CUS_0x7cd3,28406.16,2371.18,2,4,2,0,,22,5,10.23,4.0,_,1115.66,33.008003833015806,24 Years and 0 Months,No,0.0,136.6255558582708,Low_spent_Large_value_payments,370.4924441417292,2025-01-01
CUS_0x7cdc,40038.58,3358.5483333333336,4,3,3,0,,4,8,7.25,8.0,_,16.88,41.83979923701185,21 Years and 5 Months,No,0.0,214.19923533204067,High_spent_Small_value_payments,381.65559800129273,2025-01-01
CUS_0x7d83,74902.8,6272.9000000000015,8,8,33,9,"Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Auto Loan, Personal Loan, Payday Loan, and Home Equity Loan",21,17,16.13,8.0,Bad,2900.49,37.4739313427594,13 Years and 4 Months,Yes,534.7515340526268,364.20236897802636,High_spent_Small_value_payments,79.90310350875654,2025-01-01
CUS_0x7e18,91836.48,7716.04,6,7,12,1,Mortgage Loan,14,22,8.26,6.0,Good,164.03,36.744655949257705,18 Years and 10 Months,No,62.425214562093714,110.17508791512935,High_spent_Medium_value_payments,849.003697522777,2025-01-01
CUS_0x7e50,170986.72_,14137.893333333332,0,5,3009,4,"Auto Loan, Personal Loan, Credit-Builder Loan, and Student Loan",6,0,3.37,3.0,_,396.58,27.87593421392814,32 Years and 8 Months,No,460.20458698700327,302.53924119376836,High_spent_Medium_value_payments,901.0455051525616,2025-01-01
CUS_0x7e76,87629.70000000001,7334.475000000001,5,6,17,4,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, and Credit-Builder Loan",20,18,8.72,6.0,Standard,526.26,26.679776630807535,23 Years and 10 Months,Yes,178.48281365014756,357.8727625973222,Low_spent_Large_value_payments,467.09192375253036,2025-01-01
CUS_0x7e7f,73439.26,6144.938333333333,8,7,6,4,"Debt Consolidation Loan, Auto Loan, Auto Loan, and Auto Loan",4,16,10.71,5.0,Standard,613.92,26.13445109477965,18 Years and 3 Months,No,186.38117842734684,408.36651508960676,Low_spent_Small_value_payments,309.74613981637964,2025-01-01
CUS_0x7f2a,106141.53,7942.695240337763,4,237,7,2,"Student Loan, and Home Equity Loan",3,4,2.4700000000000006,5.0,Good,532.22,31.74692185398208,18 Years and 6 Months,No,1079.8824036002302,143.5731030134674,High_spent_Large_value_payments,845.289503048539,2025-01-01
CUS_0x7f67,74457.8,6474.816666666668,0,4,10,1,Payday Loan,4,6,6.41,4.0,Good,81.9,42.90352798175835,24 Years and 5 Months,No,41.178965245714,114.19945813389612,High_spent_Large_value_payments,768.6301476394464,2025-01-01
CUS_0x7f86,43359.36,3597.28,4,7,13,4,"Home Equity Loan, Personal Loan, Credit-Builder Loan, and Credit-Builder Loan",26,20,18.95,7.0,Standard,1254.45_,31.164183590036217,31 Years and 4 Months,Yes,87.588509953149,98.76708761893065,Low_spent_Large_value_payments,443.3724024279204,2025-01-01
CUS_0x7fd8,65024.22,5532.685,3,6,3,2_,"Student Loan, and Credit-Builder Loan",19,20,10.37,4.0,Standard,625.89_,27.159149222191733,17 Years and 7 Months,No,58.99657453564608,53.90350421086239,High_spent_Large_value_payments,680.3684212534915,2025-01-01
CUS_0x7fd9,32946.22,2865.518333333333,0,7,10,2,"Student Loan, and Debt Consolidation Loan",3,3,10.03,4.0,Good,1330.02,35.87106540430654,18 Years and 2 Months,NM,46.2445849503234,226.873707316444,Low_spent_Small_value_payments,303.433541066566,2025-01-01
CUS_0x801,37182.62,3200.5516666666667,7,6,19,6,"Personal Loan, Student Loan, Student Loan, Home Equity Loan, Auto Loan, and Debt Consolidation Loan",20,19,20.0,12.0,Bad,2671.92,35.620429476988456,15 Years and 8 Months,Yes,132.30584949564553,247.99254774681228,Low_spent_Medium_value_payments,219.7567694242089,2025-01-01
CUS_0x802f,40334.7,3313.225,9,7,26,2,"Not Specified, and Debt Consolidation Loan",59,17,2.6,14.0,Bad,1274.12,33.40916122894004,15 Years and 0 Months,Yes,45.34140136924077,297.59086709585836,!@9#%8,278.39023153490086,2025-01-01
CUS_0x804e,67749.5,5381.791666666667,5,6,8,2,"Student Loan, and Payday Loan",29,17,14.77,13.0,_,1437.3,36.37460578860853,8 Years and 5 Months,Yes,75.31999649795199,194.28593779027057,Low_spent_Medium_value_payments,548.5732323784441,2025-01-01
CUS_0x8091,79846.48_,6576.873333333332,5,3,1,2,"Credit-Builder Loan, and Credit-Builder Loan",16,2,3.93,0.0,Good,1187.67,33.221821864242344,20 Years and 7 Months,No,132.50885232160937,405.8347018010346,Low_spent_Medium_value_payments,399.3437792106894,2025-01-01
CUS_0x80ae,118151.16,9904.93,4,5,8,4,"Personal Loan, Student Loan, Home Equity Loan, and Payday Loan",7,18,4.41,1.0,Standard,643.56,30.164923799157357,16 Years and 6 Months,No,205.96809664978832,838.4263989443082,Low_spent_Medium_value_payments,226.0985044059037,2025-01-01
CUS_0x8140,18285.06,1238.755,5,4,22,4,"Payday Loan, Home Equity Loan, Mortgage Loan, and Mortgage Loan",22,16,16.25,11.0,Standard,2541.81,23.32708424682725,14 Years and 6 Months,Yes,39.72156877221176,72.52500644253652,Low_spent_Medium_value_payments,291.62892478525174,2025-01-01
CUS_0x8162,86957.85,6769.936269300187,5,3,20,0,,16,16,4.39,5.0,Standard,424.28,27.341997330884706,27 Years and 0 Months,No,496.5512306998134,102.51362512664969,High_spent_Large_value_payments,864.1351248733504,2025-01-01
CUS_0x8261,18894.02,1524.5016666666668,0,3,7,2_,"Personal Loan, and Not Specified",5,3,3.83,3.0,Good,501.22,25.727662796894,24 Years and 0 Months,No,29.57994369350492,148.22549595821792,Low_spent_Medium_value_payments,254.64472701494392,2025-01-01
CUS_0x8343,35659.07,3074.589166666666,2,4,1,0,,3,8,11.84,7.0,Good,665.28,32.674712631907106,31 Years and 5 Months,No,0.0,182.0175663323724,Low_spent_Large_value_payments,395.44135033429427,2025-01-01
CUS_0x851c,46679.76,4108.98,5,4,8,3,"Auto Loan, Auto Loan, and Home Equity Loan",22,19,6.19,6.0,Standard,629.26,38.8941721444486,6 Years and 0 Months,Yes,74.41370181605484,__10000__,High_spent_Medium_value_payments,463.9159985839978,2025-01-01
CUS_0x85d3,31305.26,2826.771666666666,5,6,11,0,,16,22,8.27,1.0,Standard,707.33,37.4779185279587,29 Years and 2 Months,No,0.0,112.70683703143273,High_spent_Medium_value_payments,419.970329635234,2025-01-01
CUS_0x871,7189.54,332.12833333333333,3,5,20,7,"Payday Loan, Payday Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, Auto Loan, and Credit-Builder Loan",9,16,16.79,7.0,Standard,1997.66,34.901928764505875,16 Years and 4 Months,Yes,34.07201429329868,0.0,High_spent_Large_value_payments,233.86337014526646,2025-01-01
CUS_0x871c,32737.58,2729.1316666666667,0,5,6,3,"Not Specified, Payday Loan, and Personal Loan",10,11,3.43,5.0,_,568.77,31.693910750481443,30 Years and 9 Months,No,78.59702320744617,107.6920133529063,Low_spent_Medium_value_payments,366.62413010631417,2025-01-01
CUS_0x872f,31041.46,2501.788333333333,5,2,5,1,Home Equity Loan,5,8_,9.13,0.0,_,291.77,34.40567449016048,33 Years and 3 Months,No,21.021180043278548,23.75896170450404,!@9#%8,445.39869158555086,2025-01-01
CUS_0x8743,59649.39,4982.7825,10,7,28,6,"Personal Loan, Personal Loan, Payday Loan, Auto Loan, Credit-Builder Loan, and Home Equity Loan",34,23,21.83,10.0,Bad,4291.3,35.606995431563725,10 Years and 0 Months,Yes,164.66367742138584,245.6528784309432,Low_spent_Small_value_payments,377.96169414767115,2025-01-01
CUS_0x8750,14544.485,1224.0404166666667,5,5,11,4,"Credit-Builder Loan, Not Specified, Mortgage Loan, and Auto Loan",22,12,-0.2699999999999996,0.0,_,788.41,38.14977407135847,22 Years and 10 Months,No,36.51848954450109,52.91011389696754,Low_spent_Medium_value_payments,312.97543822519805,2025-01-01
CUS_0x87d4,91459.48,7076.77492606755,8,6,20,4,"Not Specified, Home Equity Loan, Not Specified, and Debt Consolidation Loan",29,18,11.79,3.0,Standard,1323.08,41.228213282214696,29 Years and 11 Months,No,683.4115255294728,847.9405815418138,High_spent_Large_value_payments,727.2322649168624,2025-01-01
CUS_0x880,82684.62,6603.384999999998,4,5,4491,1,Payday Loan,7,6,5.8,6.0,Good,944.15,38.19473605330988,26 Years and 8 Months,No,45.9496309984116,269.82103782734606,High_spent_Medium_value_payments,594.5678311742422,2025-01-01
CUS_0x8831,11646.19,819.5158333333335,6,3,14,2,"Debt Consolidation Loan, and Home Equity Loan",14,20,5.33,6.0,Standard,847.88,30.858853812855216,18 Years and 9 Months,Yes,10.050598071862217,83.99855871025092,!@9#%8,277.90242655122023,2025-01-01
CUS_0x8837,107893.68,8911.14,3,4,5,2,"Debt Consolidation Loan, and Mortgage Loan",23,13,4.47,8.0,Good,644.4,36.4992911225034,16 Years and 2 Months,No,116.65714116927394,183.7309120783131,!@9#%8,830.725946752413,2025-01-01
CUS_0x8873,28274.64,2398.22,5,7,15,3,"Not Specified, Personal Loan, and Student Loan",23,17,14.35,8.0,Standard,953.08,26.9141381433248,18 Years and 2 Months,Yes,62.0778775378051,148.67613945814284,Low_spent_Small_value_payments,319.06798300405205,2025-01-01
CUS_0x88cb,58178.92,4670.243333333333,4,9,17,3,"Mortgage Loan, Home Equity Loan, and Debt Consolidation Loan",23,16_,18.83,16.0,Standard,1712.86,40.29486728752629,8 Years and 10 Months,NM,80.96606489649757,186.0440209486817,High_spent_Medium_value_payments,450.014247488154,2025-01-01
CUS_0x894f,19223.95,1761.9958333333334,10,8,23,4,"Not Specified, Mortgage Loan, Not Specified, and Mortgage Loan",46,27,14.1,15.0,Bad,1526.8,22.96884597852924,18 Years and 5 Months,Yes,47.63077263914617,175.61362100631914,Low_spent_Small_value_payments,242.95518968786803,2025-01-01
CUS_0x8a3,34039.54,2728.6283333333336,5,4,17,4,"Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, and Home Equity Loan",14,15,14.17,1.0,_,197.39,33.00647781697368,23 Years and 6 Months,Yes,83.7455410551693,40.087790171425475,High_spent_Medium_value_payments,399.0295021067387,2025-01-01
CUS_0x8aee,67242.56,5819.546666666666,0,5,9,4,"Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, and Home Equity Loan",12,6,2.7,2.0,Good,1017.06,29.521737408523283,25 Years and 0 Months,No,31182.0,500.14259431580876,Low_spent_Large_value_payments,150.69063255843253,2025-01-01
CUS_0x8b18,61043.61,5052.9675,9,5,30,6_,"Auto Loan, Credit-Builder Loan, Payday Loan, Debt Consolidation Loan, Payday Loan, and Student Loan",47,16,27.17,17.0,Bad,2653.72,30.50295893605521,9 Years and 10 Months,Yes,235.4503798297704,71.30281528681586,High_spent_Medium_value_payments,448.5435548834137,2025-01-01
CUS_0x8b38,121933.2,10238.1,8,5,19,0,,7,7_,7.19,0.0,Standard,586.55,28.91278535322761,22 Years and 0 Months,Yes,0.0,1222.0472317530025,Low_spent_Small_value_payments,91.76276824699778,2025-01-01
CUS_0x8b98,34014.64,2742.5533333333333,4,4,21,7,"Credit-Builder Loan, Home Equity Loan, Personal Loan, Mortgage Loan, Debt Consolidation Loan, Not Specified, and Mortgage Loan",22,11,15.58,9.0,Standard,1706.37,31.99192833700731,9 Years and 4 Months,Yes,99.50967879433294,129.81403338361548,Low_spent_Small_value_payments,334.93162115538485,2025-01-01
CUS_0x8c39,58955.56_,4686.963333333333,4,6,34,6,"Not Specified, Student Loan, Auto Loan, Debt Consolidation Loan, Not Specified, and Credit-Builder Loan",28,14,19.06,10.0,Standard,2270.02,38.69095769590447,18 Years and 4 Months,Yes,160.53930016722137,138.60862848658292,Low_spent_Medium_value_payments,449.54840467952914,2025-01-01
CUS_0x8d3,20661.14,1626.7616666666663,8,8,18,7,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, and Auto Loan",17,9,20.29,6.0,Standard,1870.54,32.16299413235235,19 Years and 11 Months,Yes,80.51185289485339,84.60098910823396,Low_spent_Small_value_payments,287.56332466357935,2025-01-01
CUS_0x8d69,43494.82,3718.568333333333,6,7,8,1,Auto Loan,17,11,14.26,8.0,Standard,383.25,40.52849945464614,26 Years and 2 Months,NM,22.190443665292893,69.01931862294235,High_spent_Large_value_payments,520.6470710450981,2025-01-01
CUS_0x8d72,63371.56,5533.963333333332,6,6,8,3,"Personal Loan, Student Loan, and Student Loan",30,18,6.77,7.0,Standard,756.94,31.53716688678352,27 Years and 3 Months,No,104.86974369786336,__10000__,High_spent_Medium_value_payments,626.8742992161707,2025-01-01
CUS_0x8d9d,24206.09,1666.7176550932586,7,3,9,3,"Auto Loan, Student Loan, and Student Loan",16,15,4.61,1.0,Good,1009.38,37.03586951221848,31 Years and 4 Months,NM,147.52179101043282,64.48538140173412,High_spent_Medium_value_payments,306.36675582790764,2025-01-01
CUS_0x8e01,70160.18,6100.681666666666,7,6,11,2,"Home Equity Loan, and Auto Loan",23,12,16.11,8.0,Standard,1154.39,28.43535721477421,33 Years and 2 Months,Yes,82.49420720242925,199.38360662522967,High_spent_Medium_value_payments,578.1903528390077,2025-01-01
CUS_0x8e89,32763.42,2819.285,4,3,1,3,"Auto Loan, Personal Loan, and Student Loan",10,11,3.52,3.0,Good,284.34,24.580372568837987,21 Years and 11 Months,No,53.77655109087889,266.3665784407257,Low_spent_Small_value_payments,251.78537046839543,2025-01-01
CUS_0x8eac,15881.55,1361.4625,8,5,24,6,"Not Specified, Credit-Builder Loan, Credit-Builder Loan, Student Loan, Personal Loan, and Debt Consolidation Loan",24,24,4.67,9.0,_,2395.15,23.620361216787163,17 Years and 9 Months,Yes,74.48464695372822,114.31397110715562,Low_spent_Medium_value_payments,227.34763193911613,2025-01-01
CUS_0x8ee2,44599.14,3719.595,0,7,4,3,"Payday Loan, Not Specified, and Student Loan",4,4,9.99,4.0,Good,694.02,36.523119765484,23 Years and 9 Months,No,83.75037957868395,360.38414754093293,Low_spent_Small_value_payments,217.82497288038294,2025-01-01
CUS_0x8f3,17493.02,1587.7516666666668,6,7,18,9,"Auto Loan, Mortgage Loan, Personal Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, Payday Loan, and Payday Loan",41,17,6.8,13.0,Bad,2542.76,39.35071467843604,11 Years and 2 Months,Yes,101.62154723150944,100.72132688856121,Low_spent_Medium_value_payments,236.432292546596,2025-01-01
CUS_0x8f35,39052.47,3075.464909609783,5,4,9,2,"Student Loan, and Debt Consolidation Loan",4,11,2.65,1.0,Good,1284.22,31.30741835399255,33 Years and 6 Months,No,46764.0,66.09372190454128,High_spent_Large_value_payments,452.719311048259,2025-01-01
CUS_0x8f58,99984.48,8626.04,5,3,11,3,"Student Loan, Payday Loan, and Home Equity Loan",17,13,7.69,7.0,Standard,443.96,31.999955082379596,14 Years and 10 Months,Yes,171.36102240502967,303.0100545257883,High_spent_Medium_value_payments,638.2329230691821,2025-01-01
CUS_0x8f69,31100.49,2456.7075,3,4,3,4,"Home Equity Loan, Mortgage Loan, Auto Loan, and Not Specified",8,4,2.67,2.0,_,872.16,33.580460520665504,25 Years and 11 Months,No,82.70219340404603,43.332713563646315,!@9#%8,369.63584303230766,2025-01-01
CUS_0x906c,16059.88,1436.323333333333,7,3,5,4,"Personal Loan, Home Equity Loan, Debt Consolidation Loan, and Auto Loan",24,18,17.62,4.0,Standard,1402.44,35.0984848940478,14 Years and 10 Months,Yes,49.58904246622489,119.08840419412441,Low_spent_Small_value_payments,264.954886672984,2025-01-01
CUS_0x9070,120522.88,9816.573333333334,7,4,6,-100,"Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Auto Loan, and Home Equity Loan",11,19,14.01,2015.0,Standard,1402.67,23.14595487908004,9 Years and 10 Months,Yes,408.5619300547407,77.89794010024563,Low_spent_Medium_value_payments,735.1974631783472,2025-01-01
CUS_0x9103,8917.805,884.1504166666667,7,8,16,7,"Student Loan, Student Loan, Personal Loan, Payday Loan, Personal Loan, Payday Loan, and Student Loan",54,16,0.87,11.0,Bad,1831.48,26.97769293773036,9 Years and 6 Months,Yes,29.609095213330235,52.2039561546296,High_spent_Small_value_payments,266.6019902987068,2025-01-01
CUS_0x911e,30321.95,2251.829166666667,1,2,6,4,"Payday Loan, Student Loan, Mortgage Loan, and Student Loan",13,10,5.02,6.0,Good,305.09,29.97230515504631,17 Years and 6 Months,No,70.46849009261322,135.61002620260237,Low_spent_Medium_value_payments,299.1044003714511,2025-01-01
CUS_0x9148,17685.03,1358.7524999999996,8,7,2,-100,"Debt Consolidation Loan, and Credit-Builder Loan",11,19,15.63,0.0,Good,207.1,31.338471226908503,17 Years and 8 Months,No,27.20744289480305,91.91568396764922,Low_spent_Small_value_payments,306.75212313754776,2025-01-01
CUS_0x91b2,28472.92,2201.7433333333333,2,1,5285,4,"Home Equity Loan, Debt Consolidation Loan, Student Loan, and Personal Loan",8,5,7.69,7.0,Good,325.41,35.29142664791493,24 Years and 11 Months,No,75.55976368298326,70.17708185198059,High_spent_Medium_value_payments,324.4374877983695,2025-01-01
CUS_0x925,39094.34,3554.861666666666,3,5,11,3,"Payday Loan, Home Equity Loan, and Not Specified",4,0,10.84,3.0,Good,133.84,27.2193657784767,29 Years and 6 Months,No,66.8604610429916,134.34667101858992,High_spent_Medium_value_payments,404.27903460508514,2025-01-01
CUS_0x92c8,16892.1,1662.675,3,2,5,2,"Not Specified, and Credit-Builder Loan",11,7,9.17,5.0,Good,1063.31,33.80249226535456,29 Years and 0 Months,No,25.28560558089965,64.36059674899248,Low_spent_Large_value_payments,346.6212976701079,2025-01-01
